num_doc,nombre,mnt_total_trx_barrio,mnt_total_trx_cliente,%_cada_barrio
-3397881937592035129,Urbanización Militar,45724.5,62239.5,73.465
-340236187154416819,Urbanización San Juaquín,4783.0,5898.0,81.095
-3406549959814214393,San Vicente,12806507.5,12806507.5,100.0
-3407087200735890061,San Vicente,412.5,780.5,52.851
-3407847571419603950,San Fernando Viejo,10864.0,10864.0,100.0
-3408776858293491781,Urbanización La Flora,7107447.0,7107447.0,100.0
-3411327129280539228,El Calvario,3613.5,4261.0,84.804
-3412667940871829612,Lili,5156791.5,5156791.5,100.0
-3416964745994190780,Los Alcázares,4176.0,4176.0,100.0
-3420752078188239622,Calima,1121218307.0,1121218307.0,100.0
-3424178165826129750,Versalles,20312700.0,20313926.5,99.994
-3425299969645640604,Calima,1121218307.0,1121218307.0,100.0
-3428265502322859117,La Merced,9685088235.0,11398199484.0,84.97
-343216294968383334,El Jardín,4183241304.0,4733258420.5,88.38
-3432592214588596916,La Alianza,5931702.0,5932510.0,99.986
-3435666860760462820,Lili,5083.0,9867.0,51.515
-3438435893781993170,Unicentro Cali,777408985.0,1024523274.5,75.88
-3439403447676444015,San Vicente,14540827.0,14540827.0,100.0
-3440614866437178206,Urbanización San Juaquín,5086.0,5086.0,100.0
-3441567740617657859,San Vicente,412.5,412.5,100.0
-3444525714683689578,El Cedro,1670123659.5,1852804514.5,90.14
-3445151711448221745,El Sena,558923936.0,596355676.0,93.723
-3445948454571229934,Julio Rincón,811359992.0,811359992.0,100.0
-3446741893460682361,El Sena,552208326.5,559480620.0,98.7
-3446814036102635682,Ciudad Capri,368.0,368.0,100.0
-3448117784227959588,Cataya-El Gran Limonar,14864706.0,26305882.0,56.507
-3448924310845985255,Municipal,53174355536.5,54107598942.5,98.275
-3452864066406553413,Junin,544.5,544.5,100.0
-3454955037154405578,Chipichape,6726702.5,6726702.5,100.0
-3456688707315689378,San Pedro,5631448.0,5723170.5,98.397
-3457390301995201144,San Nicolás,538060459.0,538065542.0,99.999
-3457478557988212730,Lili,7412.0,7412.0,100.0
-3457862345240166760,La Merced,1614181372.5,1614181372.5,100.0
-346449505453773100,Unicentro Cali,3313264018.0,3319656519.0,99.807
-3467749209187492737,Chapinero,3884945265.0,3926282230.5,98.947
-3469413361293419931,San Vicente,735612944.0,880913832.0,83.506
-3469845079632483161,Santa Mónica Residencial,107642.0,200636.0,53.65
-347175846889241750,Urbanización Río Lili,2148.0,3279.5,65.498
-3472336272723955858,Lili,7318.0,7318.0,100.0
-3476369805639484607,Vipasa,320.0,320.0,100.0
-3479847754448129166,Urbanización Río Lili,992962840.0,1602449075.0,61.965
-3482124474765815959,San Vicente,71532955.0,120287221.0,59.468
-34833399121523352,Jorge Eliecer Gaitan,21583407.0,36137604.5,59.726
-3492958382393944113,El Calvario,401.5,401.5,100.0
-3493807536971219342,San Vicente,412.5,412.5,100.0
-3494734202241845590,Lili,2736753959.5,3341315429.0,81.906
-3496110061778853994,Industrial,7221511.0,12526989.0,57.648
-3497056379790991352,El Cedro,552217335.5,552220272.0,99.999
-3505067205363255033,Camino Real-Joaquín Borrero,5871955.5,5932142.0,98.985
-3509048990826947557,San Vicente,7528172.0,7528172.0,100.0
-3511688304673580889,Unidad Residencial Santiago de Cali,1720.5,1720.5,100.0
-3517682826005798567,Buenos Aires,818492229.5,876930305.0,93.336
-3518014101664866622,Lili,132.5,132.5,100.0
-3523915287500423145,El Gran Limonar,1420.0,1420.0,100.0
-3524259084668530481,Santa Mónica Residencial,374.5,374.5,100.0
-3524780739919879897,San Nicolás,2152241836.0,2164149401.0,99.45
-3526854232546557495,Santander,6311.5,6311.5,100.0
-3529922396841302699,Calima,1121218307.0,1121223835.5,100.0
-3531208373927457671,Junin,418.5,418.5,100.0
-353166983391701819,Cristobal Colón,6598830.0,6621201.5,99.662
-3535702100900879398,Juanambu,7710682.5,7727930.0,99.777
-3535789339796801369,Urbanización Militar,2512.0,2512.0,100.0
-3536380569220521817,El Sena,7798867.5,7802071.5,99.959
-3539883762825558108,Urbanización Tequendama,38.5,38.5,100.0
-3540358749127948468,Guayaquil,594406451.0,594415659.0,99.998
-3541564393700892386,San Nicolás,538060459.0,543470712.0,99.004
-3544718578614726161,Chipichape,8932.0,8964.0,99.643
-3545449096176492327,Canaveralejo-Seguros Patria,7105181.5,7105181.5,100.0
-3546482563781826127,El Cedro,11074.0,17359.0,63.794
-3552742056471759972,El Cedro,411.5,411.5,100.0
-3552939477238612853,San Vicente,7270413.5,13796487.0,52.698
-3553576923616470888,Ciudadela Paso Ancho,13912449.0,13912449.0,100.0
-3553769131961617725,Puerta del Sol,826909661.5,1387518815.0,59.596
-3554735377925228857,Prados del Norte,11720.0,12121.5,96.688
-3555182269088328548,Urbanización Ciudad Jardín,25840347.5,25840347.5,100.0
-3556295081741862954,San Pedro,14649034.0,14649034.0,100.0
-3558219900493693526,Santa Fe,5546712.0,5556704.0,99.82
-3558881036542731416,El Cedro,1977066535.0,2389536131.5,82.739
-3560201658010081334,Urbanización Ciudad Jardín,5168069.5,5168069.5,100.0
-3562135917915347120,Lili,1614181797.0,2727002746.0,59.193
-3565130207193298634,Santa Rosa,1263513875.0,2353786130.0,53.68
-3567164128732276347,Urbanización Ciudad Jardín,49053753.0,59762091.0,82.082
-3568798526215952366,El Gran Limonar,355.0,355.0,100.0
-3568810390966041804,El Gran Limonar,355.0,355.0,100.0
-3568913890474021136,Área Libre-Parque del Amor,2398.5,2398.5,100.0
-357191165431733496,Unicentro Cali,15025.0,28702.5,52.347
-3579069137019478749,Versalles,6074303889.5,7031227220.5,86.39
-3585790725190289220,San Vicente,412.5,412.5,100.0
-3587569920897830140,El Sena,1627.0,1627.0,100.0
-359009959420403586,Calima,1128331557.0,1244387394.0,90.674
-3592089759399356086,Los Parques,4409686130.0,5009292037.0,88.03
-359548193719341392,Urbanización Militar,1376.0,1376.0,100.0
-3595886551200263134,Santa Rita,405.0,405.0,100.0
-3595927996737250924,Santa Mónica Residencial,851.0,851.0,100.0
-3596572431325953843,Urbanización Ciudad Jardín,5168069.5,5168069.5,100.0
-3598623175915798947,Urbanización Ciudad Jardín,7482.0,7482.0,100.0
-3601854171904636961,El Sena,1656624979.5,3189843132.0,51.934
-3602610085970628192,Unicentro Cali,414.5,414.5,100.0
-3605228577683577004,Santa Teresita,1237.5,1237.5,100.0
-3606281250419882903,Urbanización Ciudad Jardín,5168069.5,5168069.5,100.0
-3609890122409594050,Urbanización Ciudad Jardín,13559992.0,19147044.5,70.82
-361041813001912057,Calima,3924264074.5,3924264074.5,100.0
-361197171763355032,El Sena,10491964711.5,12162358094.0,86.266
-3614280076820782335,Belalcazar,73983214.5,74003295.5,99.973
-361430346132009739,Versalles,552209444.5,552209444.5,100.0
-361645365006516276,Barrio Eucarístico,6537380.0,6537380.0,100.0
-3616882042451332739,San Fernando Viejo,406.5,436.5,93.127
-3617354398123115819,San Vicente,14540827.0,14540827.0,100.0
-3617819468376529092,Urbanización San Juaquín,566083625.5,606834860.0,93.285
-3621774921623550701,San Pedro,30.0,30.0,100.0
-3621933911853330313,El Calvario,14575385.0,22278700.0,65.423
-36237511432847041,Junin,418.5,726.0,57.645
-3625258266879074306,Urbanización Tequendama,77.0,77.0,100.0
-3627178938767898998,San Vicente,7270413.5,7270413.5,100.0
-3628411591104040446,Urbanización Ciudad Jardín,7785151.0,7785151.0,100.0
-3628992674997383578,Urbanización Militar,1376.5,1376.5,100.0
-3629448717855273554,Chipichape,406.0,406.0,100.0
-363123984449813374,Ciudad 2000,6330268.0,6335354.0,99.92
-3636597282755900418,El Cedro,375.0,375.0,100.0
-3638980403185799362,Cuarto de Legua-Guadalupe,657557329.5,657557329.5,100.0
-3641121228544233341,San Vicente,4441.0,4441.0,100.0
-3643001932600544508,San Vicente,7270413.5,7270413.5,100.0
-3647646712420790307,El Calvario,561006546.5,561006546.5,100.0
-3648987873159632483,Urbanización Ciudad Jardín,5168069.5,5168069.5,100.0
-3649112388492511604,Manzanares,11654304654.0,12206563356.5,95.476
-3650903563503278975,Los Guaduales,5787.0,5787.0,100.0
-3651353293811270045,San Fernando Viejo,13541.5,20690.0,65.449
-3654342184439321872,San Fernando Nuevo,371.0,371.0,100.0
-3660291535178399573,Urbanización Río Lili,4597.0,4597.0,100.0
-3661469956882881770,Urbanización Ciudad Jardín,10336139.0,10336139.0,100.0
-3662091628550074856,Los Alcázares,370.5,370.5,100.0
-3665823699554941445,El Cedro,2736509351.5,4057596210.0,67.442
-366667592249799355,Urbanización Militar,567726428.5,665505585.0,85.308
-3667329785715598024,Chapinero,102.5,102.5,100.0
-3668151919830499945,Urbanización Militar,560609558.0,568051122.0,98.69
-3668622939251192796,Urbanización Tequendama,2602.0,4575.5,56.868
-3671032767342375210,Chipichape,16917782.5,16917782.5,100.0
-3672558743455927611,Urbanización San Juaquín,611679962.0,704291936.5,86.85
-3673651415979413864,Unicentro Cali,2487.0,3300.0,75.364
-3674457370044389698,San Vicente,412.5,783.5,52.648
-3677834039253868175,San Vicente,552210532.0,552210532.0,100.0
-3677935623714295023,Santander,30.5,30.5,100.0
-3678085856272632917,Ciudad Capri,5795359.0,5795359.0,100.0
-368082187487234195,Unidad Residencial Santiago de Cali,2208849793.5,2370842814.0,93.167
-3681922636222414046,Ciudad 2000,17141.0,17141.0,100.0
-3683215132929734520,El Calvario,8031.0,8031.0,100.0
-3695234163311459424,El Sena,18413861533.0,21205555989.0,86.835
-3698794221545013316,El Jardín,11077110803.0,15160490701.0,73.066
-3700291034033179062,Bolivariano,12355357.0,12363806.5,99.932
-3703118736263021578,San Nicolás,3766423213.0,6500455063.5,57.941
-3712943210689555478,Ciudad 2000,31688831.5,39099273.5,81.047
-3714091675454595665,San Vicente,123597029.5,123597029.5,100.0
-3714399233016359375,El Sena,6776.0,10800.5,62.738
-3714935560124678639,Sucre,815.0,815.0,100.0
-3718410876295842267,Lili,10166.0,17286.5,58.809
-3719543775202334665,San Pedro,1534.0,1534.0,100.0
-372051060451667265,Urbanización Ciudad Jardín,2494.0,2494.0,100.0
-3721582351754286987,San Vicente,6509888.5,6520600.0,99.836
-3725526445327131765,Calima,560609153.5,566315926.0,98.992
-3725812187006975130,Chapinero,102.5,102.5,100.0
-372778491514769187,Bretana,1111311895.0,1111340590.0,99.997
-3730280840285854111,San Vicente,14540827.0,14540827.0,100.0
-3732447144420620240,Urbanización Tequendama,9881.5,11407.0,86.627
-3736718995874291145,Lili,538097099.0,599615426.0,89.74
-3736983938943225781,Mayapan-Las Vegas,11108246.0,16338460.0,67.988
-3737654560853894694,Unicentro Cali,2434079869.5,2434079869.5,100.0
-3738137938936794329,Lili,1091650414.5,1769198835.5,61.703
-3738875810978292461,Urbanización Ciudad Jardín,5168069.5,5168069.5,100.0
-374218682188139597,Lili,2152279201.0,2152279201.0,100.0
-3742239794514793831,San Pedro,30.0,30.0,100.0
-3744561199086501610,Urbanización Río Lili,358.0,358.0,100.0
-3745631589383312427,San Fernando Nuevo,371.0,371.0,100.0
-3749148742070341279,Flora Industrial,506707627.0,518178708.5,97.786
-3749216597035208431,Santa Mónica Residencial,374.5,374.5,100.0
-3749362120818336157,San Vicente,16013960413.5,16026046770.5,99.925
-3751365086570337912,Primavera,6928488.0,6959543.0,99.554
-3752841299507925478,Porvenir,1575790843.5,1591348558.0,99.022
-3754794476909918388,Flora Industrial,3040245762.0,4216182284.5,72.109
-37559653989330157,San Vicente,552218783.0,552264052.5,99.992
-37573732323950758,La Ciudadela Confandi,3122666609.0,3637452458.0,85.848
-3758180495403314163,El Calvario,401.5,401.5,100.0
-3758296173034053624,Santa Teresita,361.0,361.0,100.0
-3760682557899971114,San Vicente,7270413.5,7270413.5,100.0
-3762642096264948484,Calima,7661120.5,13597256.0,56.343
-3763111946992580611,Bretana,14966584.0,22581134.5,66.279
-3764607503426246973,El Sena,552208326.5,673987225.5,81.932
-3765732654472535267,Santa Mónica Residencial,5707986.5,11163761.5,51.13
-3765815373927531153,San Vicente,5522055315.0,5528198556.5,99.889
-3765831630548519698,Ville Grande,2647424569.0,4536760290.5,58.355
-3766588990603796542,El Cedro,411.5,411.5,100.0
-3768120343797841294,Ciudad Córdoba,55288194.0,91708160.0,60.287
-3768157435786418819,El Peñón,7792069.5,7792069.5,100.0
-377251974372681758,San Fernando Nuevo,5302653.0,5315866.0,99.751
-377457670596770082,Urbanización La Flora,7738172.0,14625323.0,52.909
-377469008015449349,El Sena,753508629.5,753516437.0,99.999
-3775045412396594111,Colseguros Andes,4212675222.0,4212679612.5,100.0
-3781703720242546866,Unidad Residencial Santiago de Cali,89956.5,119468.5,75.297
-378202808759089638,San Vicente,7270413.5,7270413.5,100.0
-3782238430219622107,Ville Grande,573356144.0,1089259127.5,52.637
-3784605456999502179,La Merced,538060457.5,573514538.5,93.818
-3787596900071485834,La Merced,13451511437.5,13451648686.0,99.999
-3789052307296032098,Flora Industrial,43114887.0,48877578.5,88.21
-3789804656264771334,Urbanización San Juaquín,302.5,302.5,100.0
-379216558199539076,Versalles,829159749.0,829159749.0,100.0
-3793284818608857809,Urbanización Militar,404.0,404.0,100.0
-3795916262837044486,Los Guaduales,1974.0,1974.0,100.0
-3797295741575064294,San Nicolás,736408441.0,1365779792.0,53.919
-380238404057677666,El Sena,2238.0,2238.0,100.0
-380286738148664589,Chapinero,3870795622.0,4043457671.0,95.73
-3803104475346003758,El Sena,257.0,257.0,100.0
-3803627592938753114,Canaverales Los Samanes,37130988.0,44244946.5,83.921
-3803830185018898508,El Gran Limonar,5157748.5,5157748.5,100.0
-380490153841599179,Los Alcázares,370.5,370.5,100.0
-380605990791526582,San Vicente,2215753522.0,2559807958.0,86.559
-3809295492777030249,Unidad Residencial Santiago de Cali,1104425341.0,1104425341.0,100.0
-3809402957085839947,Unicentro Cali,577.5,577.5,100.0
-3813342713705978519,San Vicente,7270413.5,7270413.5,100.0
-3816672925212867291,San Nicolás,3766438186.0,3941463764.5,95.559
-3817964195472114090,Unidad Residencial Santiago de Cali,2607.5,2607.5,100.0
-3819812850424403128,Calima,560609153.5,560609153.5,100.0
-3821319667935069190,San Vicente,7270413.5,7270413.5,100.0
-3825428498446720490,Ciudad 2000,6426.0,6781.0,94.765
-3825646215596367884,Chipichape,1624.0,2783.5,58.344
-3830164936395292285,San Fernando Viejo,406.5,406.5,100.0
-3830306869998608781,Villa Colombia,6694357.5,6701957.0,99.887
-3835378028531948988,Sucre,6973.0,6973.0,100.0
-3837602918216455710,José M. Córdoba,12309760.0,12309760.0,100.0
-3840237692494854825,San Vicente,7051689.0,7051689.0,100.0
-3841912124456809753,Las Acacias,5302910.0,5335724.5,99.385
-3846181601396181402,Urbanización Militar,6829981.5,13274146.5,51.453
-3847335132194519087,El Sena,20928346.5,37225957.5,56.22
-384791551086644873,San Vicente,552210532.0,552321377.0,99.98
-384943980059777754,Chipichape,6442.0,9371.5,68.74
-3852154664203453703,San Vicente,9947041858.5,10819859420.5,91.933
-3853528471454399183,Unicentro Cali,414.5,414.5,100.0
-3856365628703299117,San Nicolás,5947587.0,6041948.0,98.438
-3858619684991039412,Chapinero,2208829650.0,2208830391.0,100.0
-3860276614187065177,Unidad Residencial Santiago de Cali,8082.0,8082.0,100.0
-3860680836154509230,San Vicente,104775.0,104775.0,100.0
-3860792623809474286,Urbanización Militar,560609154.0,560609154.0,100.0
-3862923763333768328,El Cedro,8305.5,8305.5,100.0
-3866647638400146575,Chipichape,406.0,406.0,100.0
-3867442147200032935,San Vicente,63046538.5,76143906.5,82.799
-3867456193902842597,Prados del Norte,5860.0,10883.0,53.845
-386886517754906579,El Gran Limonar,710.0,710.0,100.0
-3871373945339779267,Unicentro Cali,414.5,789.0,52.535
-3871420314240682119,Buenos Aires,1622720411.0,2727144005.0,59.503
-3875104475666253684,San Pedro,5123.0,5123.0,100.0
-3876653755878427008,Canaveralejo-Seguros Patria,876910886.5,1548405937.0,56.633
-3877372141819834475,Área Libre-Parque del Amor,81549.0,94172.0,86.596
-3878430179861849297,El Gran Limonar,552211797.0,552211797.0,100.0
-3878547248238807735,Santa Mónica Residencial,5186885.0,5356369.0,96.836
-3882175221386897201,El Ingenio,13606637.0,13606637.0,100.0
-3883709923542284891,Lili,543242442.0,971115832.0,55.94
-3885596635907587925,San Pedro,373.0,373.0,100.0
-3887379931697003509,Santa Mónica Residencial,378.5,378.5,100.0
-3887461997037056138,Chipichape,406.0,406.0,100.0
-3888058005044282336,El Sena,1104416653.0,1750649005.0,63.086
-3894350217430655253,San Nicolás,1472816882.0,1478391962.0,99.623
-3896576687784081484,San Pedro,9967429324.0,9967429324.0,100.0
-3897328098653359669,El Calvario,401.5,401.5,100.0
-3897987586353336488,Nápoles,18076826640.0,24888282508.5,72.632
-3898804812412978069,Lili,20170566.5,20170566.5,100.0
-3901104703019673926,San Vicente,5148620.0,5148620.0,100.0
-3906242268941840367,El Sena,257.0,257.0,100.0
-3906749324592363819,Granada,6390930.0,6391337.5,99.994
-3906868126165467918,Calima,1780111448.5,1798420947.0,98.982
-390725082169525366,Lili,2696781751.5,3293624517.0,81.879
-3911473967774684324,La Paz,590184878.5,619405016.0,95.283
-3914534299840061643,Versalles,552209444.5,552209444.5,100.0
-3915699808171496260,Santa Teresita,1237.5,1237.5,100.0
-3916169505095282158,Centenario,7847839.5,7849341.0,99.981
-3918338853405509581,Los Lagos,12398000.0,12399473.0,99.988
-3920020108279331134,Chipichape,2842.0,4433.0,64.11
-3922169765281695918,Ciudad Capri,736.0,736.0,100.0
-3922323710143249319,El Cedro,2609.0,2609.0,100.0
-3923400812646130520,San Pedro,18018909.0,31776515.5,56.705
-3924493760160255855,Ciudad Capri,368.0,368.0,100.0
-3927057901882130513,San Fernando Viejo,813.0,813.0,100.0
-3928667442781241060,Canaveralejo-Seguros Patria,14962260.0,27400743.0,54.605
-392978690442720811,Urbanización San Juaquín,19920946.0,19920946.0,100.0
-3931304267790155540,Granada,7701158.0,7701158.0,100.0
-3931697166467275530,Unicentro Cali,414.5,414.5,100.0
-3935019521001470181,Unidad Residencial Santiago de Cali,2761072079.0,3650156695.5,75.643
-3940158524958590734,Chipichape,2232.0,2232.0,100.0
-3940177331100369708,El Peñón,7110759.5,13712406.5,51.856
-3943996405810770551,El Sena,2761048300.5,2761048300.5,100.0
-3945829966935704585,Lili,132.5,132.5,100.0
-3947184724596958063,Santa Mónica Residencial,374.5,374.5,100.0
-3947473163787855394,Laureano Gómez,550055510.0,550055510.0,100.0
-39486660246283621,Urbanización San Juaquín,1512.5,2257.5,66.999
-3949804949546326132,Santa Mónica Residencial,4494.0,4494.0,100.0
-3950072821680589877,Calimio Desepaz,653007226.5,653007431.5,100.0
-3951749594218569009,San Vicente,7270413.5,7270413.5,100.0
-3953912266606288659,San Vicente,7270413.5,7270413.5,100.0
-395392120167569192,Versalles,552209444.5,552221096.5,99.998
-3954679046024740155,Urbanización Río Lili,358.0,358.0,100.0
-395468344310253119,Calimio Desepaz,595407283.0,667744811.5,89.167
-395588866598919557,San Vicente,7270413.5,7270413.5,100.0
-3956781003291847747,Nueva Tequendama,14089791.0,26721312.0,52.729
-3958387848572131452,Urbanización Ciudad Jardín,5168069.5,5168069.5,100.0
-3958922690780597114,Urbanización San Juaquín,5651804.5,5651804.5,100.0
-3959146502383054636,José Manuel Marroquin I,5048782421.5,5555546056.0,90.878
-3963911818553575180,San Pedro,752.0,1156.0,65.052
-3965282371673804727,Lili,1076126281.0,1076126281.0,100.0
-3965841315993286539,San Fernando Nuevo,5301203.5,5481983.0,96.702
-396892792641009471,Santa Mónica Residencial,749.0,749.0,100.0
-396966204869863963,San Nicolás,538060459.0,538060459.0,100.0
-3976440314639004828,Chapinero,615.0,615.0,100.0
-3977998348876215074,El Sena,3259.5,3259.5,100.0
-3984763753677505751,El Cedro,1646.0,1646.0,100.0
-3985835817659969340,San Vicente,7270413.5,7270413.5,100.0
-3986295848199354743,El Sena,1119.0,1119.0,100.0
-3986797076662357188,Santa Mónica Residencial,5243.0,5243.0,100.0
-3988625124832228834,Ciudad Campestre,5523087.0,5528473.0,99.903
-3988980688797813661,La Paz,6599255.0,6599813.0,99.992
-3990820701112829284,Urbanización San Juaquín,566092708.0,715736941.5,79.092
-3991518406677149204,San Vicente,7270413.5,7270413.5,100.0
-3992484363603801504,Granada,6287116.0,11996604.0,52.407
-3993176756467128070,Santa Rita,405.0,537.5,75.349
-3996840990016286761,Urbanización Militar,1121218308.0,1680240620.5,66.73
-3998356051015987707,Siete de Agosto,14544497329.0,22250731205.0,65.366
-3998958626419814793,Bretana,546805478.0,546805478.0,100.0
-4003371918762954472,Guillermo León Valencia,6939712.0,6939712.0,100.0
-400562169695403438,La Base,1013419180.0,1096727966.5,92.404
-4006197960153111381,Chapinero,2761037062.5,2761037062.5,100.0
-4007296687719943599,Santa Mónica Residencial,10327682.0,15662419.5,65.939
-4007557372143865409,Urbanización Ciudad Jardín,6120.0,10580.0,57.845
-4011210498666996052,Unidad Residencial Santiago de Cali,552231879.5,552242479.5,99.998
-4012295219661204705,San Vicente,552210532.0,558258105.5,98.917
-4014726600083295455,Chapinero,552207412.5,552207412.5,100.0
-4015837035216850325,La Merced,538060457.5,538154672.5,99.982
-4019054201155221847,Los Parques,7023713.5,7023713.5,100.0
-4019615904954167252,El Sena,52145449.0,76273129.5,68.367
-4019716271109721167,Urbanización Tequendama,38.5,38.5,100.0
-4019748819913029419,Prados del Norte,8790.0,12600.0,69.762
-4021430923968271369,Mayapan-Las Vegas,21833068.0,21848516.0,99.929
-4023129002772484830,San Nicolás,551678213.0,551725837.5,99.991
-4026518672486864917,La Base,506709590.0,512604179.0,98.85
-4026532008899408020,San Vicente,1110388958.0,1183459444.5,93.826
-4028204451582695769,Vipasa,6592.0,7739.0,85.179
-4029398800609007553,El Gran Limonar,710.0,1114.0,63.734
-4031683449721749220,El Sena,6626528534.5,10123225025.0,65.459
-4033376262412203890,Versalles,552209444.5,577147949.0,95.679
-4033429626136440442,San Vicente,7270413.5,7270413.5,100.0
-4036440592235606699,El Ingenio,2579281603.5,2598767294.5,99.25
-4039270301995770091,San Vicente,7270413.5,7270413.5,100.0
-4041351126473133949,Santa Mónica Residencial,4061.0,4061.0,100.0
-4043227483672052560,San Fernando Nuevo,5301203.5,5301203.5,100.0
-4043296868908476993,San Vicente,2475.0,2881.0,85.908
-4044205702801002905,Canaveralejo-Seguros Patria,876910886.5,896158544.0,97.852
-4046924152930512543,San Vicente,735608432.5,735608432.5,100.0
-4048059479391240392,Unicentro Cali,725008219.5,725010824.5,100.0
-4049492463579385985,Urbanización San Juaquín,10461.0,20385.0,51.317
-4050884021580351204,Versalles,1656628333.5,2578492187.0,64.248
-4054867763485946117,Ciudad Los Álamos,12523137440.0,13626676722.5,91.902
-4055705574794531369,El Gran Limonar,4666124659.5,5010164589.5,93.133
-4063156369482369914,Lili,265.0,265.0,100.0
-4065866571102494225,Lili,132.5,132.5,100.0
-4070302501519313638,Junin,418.5,418.5,100.0
-4073940581820690840,Santa Mónica Residencial,6366.5,11197.5,56.856
-4074939560033742130,El Cedro,5538.0,5538.0,100.0
-4075767988974422091,Sucre,538060458.0,538060458.0,100.0
-4075904842556875666,Canaverales Los Samanes,6194796.0,6234112.0,99.369
-407642888465745438,Lili,1755391839.0,2047821325.0,85.72
-4079988292303266772,Vipasa,32.0,32.0,100.0
-4084203361975308752,Urbanización Tequendama,12055842.5,12057200.5,99.989
-4086554822033820745,Prados del Norte,2930.0,2930.0,100.0
-4086675585250310318,San Vicente,7270413.5,7275908.0,99.924
-4087367352765398979,Parcelaciones Pance,6249925.5,6249925.5,100.0
-4089911505867673023,Unidad Residencial Santiago de Cali,7184811076.0,7242555755.0,99.203
-4091451788672150141,Meléndez,1636941751.0,1636958106.5,99.999
-4092786783904195882,La Flora,7738151.0,13546720.5,57.122
-4093788075609706675,Urbanización Ciudad Jardín,25840347.5,25840347.5,100.0
-4094747778543934773,San Fernando Viejo,406.5,406.5,100.0
-4095403622237707549,Chipichape,406.0,436.5,93.013
-409609458814167286,Unidad Residencial Santiago de Cali,552212541.5,598589978.5,92.252
-4098382561300339285,San Nicolás,3176142969.0,4816368532.5,65.945
-4099535687699236903,Los Alcázares,370.5,370.5,100.0
-4103283791102257755,Ciudad Córdoba,6187310.5,6188725.5,99.977
-410349665048465424,El Jardín,6075831416.0,6893035956.0,88.144
-4104678204862749037,San Vicente,7270413.5,7270413.5,100.0
-4105392328718740186,Parcelaciones Pance,6978869.5,6984162.5,99.924
-4105677770894749399,Vipasa,32.0,32.0,100.0
-4107436551590798882,El Sena,811361415.0,839743979.0,96.62
-4115445894035682499,Urbanización Tequendama,21322734.0,21322734.0,100.0
-4117336235352249924,Chipichape,6724395.0,6728879.0,99.933
-411824713049731039,San Vicente,29081654.0,29081654.0,100.0
-4118281965203706119,Santa Mónica Residencial,5210.0,7753.0,67.2
-4118642947663166173,Calima,568430464.5,600274111.5,94.695
-412469903752916266,Los Alcázares,370.5,401.0,92.394
-4126530391796980663,Mayapan-Las Vegas,28253.0,30644.5,92.196
-4126822741801805158,San Vicente,5928984.0,5930525.5,99.974
-4127504545734034146,Sucre,6973.5,6973.5,100.0
-4130170439857804574,Versalles,1656628333.5,1762967561.5,93.968
-4130584263400431279,Urbanización Tequendama,7429811.5,7429811.5,100.0
-4131449907068309875,El Gran Limonar,7699236.0,7711764.0,99.838
-4131991336853695197,San Fernando Nuevo,371.0,371.0,100.0
-4134248259303880568,La Paz,7266973.5,13564660.5,53.573
-4136573822437905502,San Nicolás,62.0,62.0,100.0
-4139754864310007686,Santa Isabel,21841425.5,28505077.0,76.623
-4144328813874657544,Ciudad Capri,368.0,368.0,100.0
-4145429208691459423,El Peñón,6341694.5,6346242.0,99.928
-4145435181903722796,Lili,3776748956.5,3861333987.0,97.809
-4148472118993450192,Flora Industrial,7023548.0,7023548.0,100.0
-415360199848677598,San Nicolás,12598017.0,12607445.0,99.925
-4154472376439806091,San Nicolás,7510418.5,7510418.5,100.0
-4162651004913325391,Urbanización San Juaquín,11303609.0,11303609.0,100.0
-4166026492523982604,Calimio Desepaz,589106393.5,589111399.5,99.999
-4166297909409151132,Prados del Norte,2679.0,2679.0,100.0
-4170524144060672261,El Sena,1518119052.0,1518119052.0,100.0
-4171214810183372985,Chipichape,12790440.0,20229178.0,63.228
-417154331533030037,San Vicente,412.5,412.5,100.0
-4171789552463044541,Jorge Eliecer Gaitan,7194469.0,7208243.0,99.809
-4175530886747516534,Quintas de Don Simón,1013415252.0,1013415252.0,100.0
-4176766604890262384,Ciudad 2000,12680892.5,12689119.5,99.935
-4177983059023293923,Camino Real-Joaquín Borrero,41062308.0,56563163.5,72.595
-4180324601029868025,Los Guaduales,2962.5,3333.0,88.884
-4181331368288583130,José M. Córdoba,1831.0,1831.0,100.0
-4182928299944916620,Julio Rincón,13220090.0,18522960.0,71.371
-4183782936768442716,El Cedro,5157.0,5531.5,93.23
-4183883797391171951,Urbanización Ciudad Jardín,28432440.0,41466371.0,68.567
-4184459831701577204,El Cedro,1611197835.5,1611201909.5,100.0
-4186525605670101214,Unidad Residencial Santiago de Cali,42244.5,47333.0,89.25
-418708600749640200,Los Alcázares,370.5,370.5,100.0
-4187527065996848719,San Vicente,5731503.5,5737281.5,99.899
-4188060319118368467,Unidad Residencial Santiago de Cali,5215.0,5215.0,100.0
-4190950642953960550,Santa Mónica Residencial,378.5,378.5,100.0
-4191637808318887878,Santa Mónica Residencial,3406.5,4216.5,80.79
-4192800933107002680,Santa Anita,21766098.0,21766098.0,100.0
-4194672861534477257,San Vicente,1104411063.0,1111670825.5,99.347
-4194689367237704266,Lili,927.5,927.5,100.0
-4201923131303787023,La Flora,367.5,367.5,100.0
-4203773860409925327,Granada,13896956.0,13896956.0,100.0
